Alloy Formula,"Composition
 type",Form,Composition in mole percent,"Thickness 
(micron)",fcc lattice parameter for Cu alloys,Bravais lattice in as-annealed form for PdCu based membranes,Latice parameter (nm),Bravais lattice in as-manufactured state,Temperature (°C),"Inverse temperature 
1E3/T (1E3 K-1)","Diffusion 
coefficient
(cm^2.s^-1)",Fabrication technique,"Pressure 
difference  P1^n- P2^n (Pa^n)","Pressure 
exponent 
(n)",Effective area (cm^2),Membrane support,Type of support,Gases,Solubility constant Ks (Pa^-0.5),Hydrogen permeability (mol.m^-1.s^-1.Pa^-n),"Hydrogen Permeation Flux
(mol.m^-2.s^-1)","Permeation 
Activation Energy (KJ/mol)",Hydrogen Permeance (mol.m^-2.s^-1.Pa^-0.5),Feed Flow rate (mL.min^-1),Hydrogen transfer rate s.c.f.h.(mil).(sq.ft.)^-1,Conversion factor,Number,General comments,Reference,DOI/URL,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,410.59,,,arc melting/rolling,233.0234,0.5,,,,,,2.77E-08,0.144680735,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,436.29,,,arc melting/rolling,233.0234,0.5,,,,,,3.21E-08,0.16750437,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,457.31,,,arc melting/rolling,233.0234,0.5,,,,,,3.38E-08,0.176845822,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd92.0Gd8.0,mole fraction,foil,Pd92.00Gd8.00,100,,,0.3955,fcc,213.36,,,arc melting/rolling,233.0234,0.5,,,,,,1.16E-08,0.060422205,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Gd8.0,mole fraction,foil,Pd92.00Gd8.00,100,,,0.3955,fcc,265.96,,,arc melting/rolling,233.0234,0.5,,,,,,2.06E-08,0.107649209,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Gd8.0,mole fraction,foil,Pd92.00Gd8.00,100,,,0.3955,fcc,295.36,,,arc melting/rolling,233.0234,0.5,,,,,,2.84E-08,0.148474251,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Gd8.0,mole fraction,foil,Pd92.00Gd8.00,100,,,0.3955,fcc,337.51,,,arc melting/rolling,233.0234,0.5,,,,,,3.63E-08,0.189703661,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Gd8.0,mole fraction,foil,Pd92.00Gd8.00,100,,,0.3955,fcc,365.28,,,arc melting/rolling,233.0234,0.5,,,,,,4.18E-08,0.21860792,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Gd8.0,mole fraction,foil,Pd92.00Gd8.00,100,,,0.3955,fcc,390.12,,,arc melting/rolling,233.0234,0.5,,,,,,4.78E-08,0.249663419,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Gd8.0,mole fraction,foil,Pd92.00Gd8.00,100,,,0.3955,fcc,424.97,,,arc melting/rolling,233.0234,0.5,,,,,,5.68E-08,0.297066189,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd75.0Ag25.0,mole fraction,foil,Pd75.00Ag25.00,100,,,0.3936,fcc,221.74,,,arc melting/rolling,233.0234,0.5,,,,,,1.16E-08,0.060869706,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd75.0Ag25.0,mole fraction,foil,Pd75.00Ag25.00,100,,,0.3936,fcc,257.68,,,arc melting/rolling,233.0234,0.5,,,,,,1.41E-08,0.073777148,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd75.0Ag25.0,mole fraction,foil,Pd75.00Ag25.00,100,,,0.3936,fcc,291.23,,,arc melting/rolling,233.0234,0.5,,,,,,1.71E-08,0.08936097,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd75.0Ag25.0,mole fraction,foil,Pd75.00Ag25.00,100,,,0.3936,fcc,314.31,,,arc melting/rolling,233.0234,0.5,,,,,,1.90E-08,0.099212465,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd75.0Ag25.0,mole fraction,foil,Pd75.00Ag25.00,100,,,0.3936,fcc,363.65,,,arc melting/rolling,233.0234,0.5,,,,,,2.33E-08,0.121802105,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd75.0Ag25.0,mole fraction,foil,Pd75.00Ag25.00,100,,,0.3936,fcc,385.43,,,arc melting/rolling,233.0234,0.5,,,,,,2.33E-08,0.121802105,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd75.0Ag25.0,mole fraction,foil,Pd75.00Ag25.00,100,,,0.3936,fcc,418.11,,,arc melting/rolling,233.0234,0.5,,,,,,2.33E-08,0.121802105,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd75.0Ag25.0,mole fraction,foil,Pd75.00Ag25.00,100,,,0.3936,fcc,437.71,,,arc melting/rolling,233.0234,0.5,,,,,,2.93E-08,0.152900738,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd75.0Ag25.0,mole fraction,foil,Pd75.00Ag25.00,100,,,0.3936,fcc,464.39,,,arc melting/rolling,233.0234,0.5,,,,,,3.25E-08,0.169878822,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 2.0 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,185.95,,,arc melting/rolling,349.3891,0.5,,,,,,8.46E-09,0.066308725,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,204.93,,,arc melting/rolling,349.3891,0.5,,,,,,1.19E-08,0.093422819,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,226.32,,,arc melting/rolling,349.3891,0.5,,,,,,1.52E-08,0.119463087,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,244.65,,,arc melting/rolling,349.3891,0.5,,,,,,1.73E-08,0.13557047,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,263.42,,,arc melting/rolling,349.3891,0.5,,,,,,2.10E-08,0.164295302,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,292.01,,,arc melting/rolling,349.3891,0.5,,,,,,2.66E-08,0.208322148,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,317.66,,,arc melting/rolling,349.3891,0.5,,,,,,3.13E-08,0.245637584,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,341.35,,,arc melting/rolling,349.3891,0.5,,,,,,3.65E-08,0.28590604,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,366.46,,,arc melting/rolling,349.3891,0.5,,,,,,4.22E-08,0.330469799,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,394.19,,,arc melting/rolling,349.3891,0.5,,,,,,4.86E-08,0.381208054,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,436.44,,,arc melting/rolling,349.3891,0.5,,,,,,5.81E-08,0.45557047,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd92.0Y8.0,mole fraction,foil,Pd92.00Y8.00,100,,,0.3947,fcc,458.81,,,arc melting/rolling,349.3891,0.5,,,,,,6.31E-08,0.494228188,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,211.45,,,arc melting/rolling,349.3891,0.5,,,,,,8.56E-09,0.067114094,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,233.15,,,arc melting/rolling,349.3891,0.5,,,,,,1.02E-08,0.079731544,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,253,,,arc melting/rolling,349.3891,0.5,,,,,,1.14E-08,0.08966443,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,273.93,,,arc melting/rolling,349.3891,0.5,,,,,,1.23E-08,0.096644295,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,290.08,,,arc melting/rolling,349.3891,0.5,,,,,,1.46E-08,0.11409396,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,315.17,,,arc melting/rolling,349.3891,0.5,,,,,,1.84E-08,0.14442953,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,348.34,,,arc melting/rolling,349.3891,0.5,,,,,,2.34E-08,0.183624161,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,368.86,,,arc melting/rolling,349.3891,0.5,,,,,,2.74E-08,0.214496644,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,388.82,,,arc melting/rolling,349.3891,0.5,,,,,,3.01E-08,0.236241611,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,406.71,,,arc melting/rolling,349.3891,0.5,,,,,,3.18E-08,0.24885906,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,428.64,,,arc melting/rolling,349.3891,0.5,,,,,,3.50E-08,0.27409396,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
Pd94.25Ce5.75,mole fraction,foil,Pd94.25Ce5.75,100,,,0.3935,fcc,455.8,,,arc melting/rolling,349.3891,0.5,,,,,,3.75E-08,0.293691275,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd92.0Gd8.0,mole fraction,foil,Pd92.00Gd8.00,100,,,0.3955,fcc,199.44,,,arc melting/rolling,349.3891,0.5,,,,,,5.58E-09,0.043758389,,,,,,,The pressure is given in the atmosphere and the flux is given in cm^3.cm^-2.sec^-1. The Thickness was 0.1 mm but the values given here are those normalized to thickness 0.01 cm. Pressure in feed side is 3.4 atm and Pressure in permeate side is 1 atm. ,"(Hughes & Harris, 1979)",https://doi.org/10.1524/zpch.1979.117.117.185,
